handle,tweet_id,created_at,tweet_url,text_snippet
adam3us,2025599439914643482,Sun Feb 22 15:51:54 +0000 2026,https://x.com/adam3us/status/2025599439914643482,"bip110, it's got what karens crave. https://t.co/H7MNWOuWRz"
adam3us,2023104262352334956,Sun Feb 15 18:36:58 +0000 2026,https://x.com/adam3us/status/2023104262352334956,"@Arthur_van_Pelt @stephanlivera @AsyncN8 permissionless censorship-resistant, decentralized systems are hard to censor. by design. bip110 doesn't change that, it reckless and breaks multiple things fo…"
adam3us,2020783588157886946,Mon Feb 09 08:55:26 +0000 2026,https://x.com/adam3us/status/2020783588157886946,"@hodlonaut @benthecarman @GrassFedBitcoin @LukeDashjr Ofc. It's obvious, all they do is change to another op code, change chunk size if necessary. They even told people it'd take them a few hours. I s…"
adam3us,2025599439914643482,Sun Feb 22 15:51:54 +0000 2026,https://x.com/adam3us/status/2025599439914643482,"bip110, it's got what karens crave. https://t.co/H7MNWOuWRz"
adam3us,2023104262352334956,Sun Feb 15 18:36:58 +0000 2026,https://x.com/adam3us/status/2023104262352334956,"@Arthur_van_Pelt @stephanlivera @AsyncN8 permissionless censorship-resistant, decentralized systems are hard to censor. by design. bip110 doesn't change that, it reckless and breaks multiple things fo…"
adam3us,2028532598503510360,Mon Mar 02 18:07:14 +0000 2026,https://x.com/eToro/status/2028532598503510360,"The energy sector is seeing significant volatility due to geopolitical shifts. Trade 150+ commodities, indices and FX on eToro: ➤ Up to 30x Leverage ➤ 24/5 Trading ➤ 1-Click Execution ➤ Millions of Tr…"
adam3us,2020783588157886946,Mon Feb 09 08:55:26 +0000 2026,https://x.com/adam3us/status/2020783588157886946,"@hodlonaut @benthecarman @GrassFedBitcoin @LukeDashjr Ofc. It's obvious, all they do is change to another op code, change chunk size if necessary. They even told people it'd take them a few hours. I s…"
adam3us,2025599439914643482,Sun Feb 22 15:51:54 +0000 2026,https://x.com/adam3us/status/2025599439914643482,"bip110, it's got what karens crave. https://t.co/H7MNWOuWRz"
adam3us,2023104262352334956,Sun Feb 15 18:36:58 +0000 2026,https://x.com/adam3us/status/2023104262352334956,"@Arthur_van_Pelt @stephanlivera @AsyncN8 permissionless censorship-resistant, decentralized systems are hard to censor. by design. bip110 doesn't change that, it reckless and breaks multiple things fo…"
adam3us,2021545511136976919,Wed Feb 11 11:23:03 +0000 2026,https://x.com/aiven_io/status/2021545511136976919,"OpenSearch 3 on Aiven means faster queries, improved efficiency, and a path to advanced semantic search."
adam3us,2020783588157886946,Mon Feb 09 08:55:26 +0000 2026,https://x.com/adam3us/status/2020783588157886946,"@hodlonaut @benthecarman @GrassFedBitcoin @LukeDashjr Ofc. It's obvious, all they do is change to another op code, change chunk size if necessary. They even told people it'd take them a few hours. I s…"
adam3us,2025599439914643482,Sun Feb 22 15:51:54 +0000 2026,https://x.com/adam3us/status/2025599439914643482,"bip110, it's got what karens crave. https://t.co/H7MNWOuWRz"
adam3us,2023104262352334956,Sun Feb 15 18:36:58 +0000 2026,https://x.com/adam3us/status/2023104262352334956,"@Arthur_van_Pelt @stephanlivera @AsyncN8 permissionless censorship-resistant, decentralized systems are hard to censor. by design. bip110 doesn't change that, it reckless and breaks multiple things fo…"
adam3us,2028532405745946780,Mon Mar 02 18:06:28 +0000 2026,https://x.com/eToro/status/2028532405745946780,"The energy sector is seeing significant volatility due to geopolitical shifts. Trade 150+ commodities, indices and FX on eToro: ➤ Up to 30x Leverage ➤ 24/5 Trading ➤ 1-Click Execution ➤ Millions of Tr…"
adam3us,2020783588157886946,Mon Feb 09 08:55:26 +0000 2026,https://x.com/adam3us/status/2020783588157886946,"@hodlonaut @benthecarman @GrassFedBitcoin @LukeDashjr Ofc. It's obvious, all they do is change to another op code, change chunk size if necessary. They even told people it'd take them a few hours. I s…"
adam3us,2025599439914643482,Sun Feb 22 15:51:54 +0000 2026,https://x.com/adam3us/status/2025599439914643482,"bip110, it's got what karens crave. https://t.co/H7MNWOuWRz"
adam3us,2023104262352334956,Sun Feb 15 18:36:58 +0000 2026,https://x.com/adam3us/status/2023104262352334956,"@Arthur_van_Pelt @stephanlivera @AsyncN8 permissionless censorship-resistant, decentralized systems are hard to censor. by design. bip110 doesn't change that, it reckless and breaks multiple things fo…"
adam3us,2028433681686380611,Mon Mar 02 11:34:10 +0000 2026,https://x.com/eToro/status/2028433681686380611,Global tensions can shake oil markets - capture every swing with eToro.
adam3us,2020783588157886946,Mon Feb 09 08:55:26 +0000 2026,https://x.com/adam3us/status/2020783588157886946,"@hodlonaut @benthecarman @GrassFedBitcoin @LukeDashjr Ofc. It's obvious, all they do is change to another op code, change chunk size if necessary. They even told people it'd take them a few hours. I s…"
adam3us,2025599439914643482,Sun Feb 22 15:51:54 +0000 2026,https://x.com/adam3us/status/2025599439914643482,"bip110, it's got what karens crave. https://t.co/H7MNWOuWRz"
jimmysong,2025564061610426416,Sun Feb 22 13:31:20 +0000 2026,https://x.com/jimmysong/status/2025564061610426416,Sunday Survey: What is BIP110?
jimmysong,2021611308693512219,Wed Feb 11 15:44:30 +0000 2026,https://x.com/jimmysong/status/2021611308693512219,"Whether BIP110 succeeds or fails, I still think nothing comes close to what Bitcoin offers as savings."
jimmysong,2020893082674192406,Mon Feb 09 16:10:31 +0000 2026,https://x.com/jimmysong/status/2020893082674192406,"For free subscribers: ""Social"" Media, Epstein Files Summary, Kevin Warsh's Philosophy, Personality Trumps AI, Fraud Detection and Government, Treasury Company Panel, Brand/Keiser, BIP110 Thoughts and…"
jimmysong,2020519819129295146,Sun Feb 08 15:27:18 +0000 2026,https://x.com/jimmysong/status/2020519819129295146,Sunday Survey: How many BIP110 Signaling blocks will be mined *total* from now until September 1?
jimmysong,2025564061610426416,Sun Feb 22 13:31:20 +0000 2026,https://x.com/jimmysong/status/2025564061610426416,Sunday Survey: What is BIP110?
jimmysong,2021611308693512219,Wed Feb 11 15:44:30 +0000 2026,https://x.com/jimmysong/status/2021611308693512219,"Whether BIP110 succeeds or fails, I still think nothing comes close to what Bitcoin offers as savings."
jimmysong,2020893082674192406,Mon Feb 09 16:10:31 +0000 2026,https://x.com/jimmysong/status/2020893082674192406,"For free subscribers: ""Social"" Media, Epstein Files Summary, Kevin Warsh's Philosophy, Personality Trumps AI, Fraud Detection and Government, Treasury Company Panel, Brand/Keiser, BIP110 Thoughts and…"
jimmysong,2020519819129295146,Sun Feb 08 15:27:18 +0000 2026,https://x.com/jimmysong/status/2020519819129295146,Sunday Survey: How many BIP110 Signaling blocks will be mined *total* from now until September 1?
jimmysong,2025564061610426416,Sun Feb 22 13:31:20 +0000 2026,https://x.com/jimmysong/status/2025564061610426416,Sunday Survey: What is BIP110?
jimmysong,2021611308693512219,Wed Feb 11 15:44:30 +0000 2026,https://x.com/jimmysong/status/2021611308693512219,"Whether BIP110 succeeds or fails, I still think nothing comes close to what Bitcoin offers as savings."
jimmysong,2020893082674192406,Mon Feb 09 16:10:31 +0000 2026,https://x.com/jimmysong/status/2020893082674192406,"For free subscribers: ""Social"" Media, Epstein Files Summary, Kevin Warsh's Philosophy, Personality Trumps AI, Fraud Detection and Government, Treasury Company Panel, Brand/Keiser, BIP110 Thoughts and…"
jimmysong,2020519819129295146,Sun Feb 08 15:27:18 +0000 2026,https://x.com/jimmysong/status/2020519819129295146,Sunday Survey: How many BIP110 Signaling blocks will be mined *total* from now until September 1?
jimmysong,2025564061610426416,Sun Feb 22 13:31:20 +0000 2026,https://x.com/jimmysong/status/2025564061610426416,Sunday Survey: What is BIP110?
jimmysong,2021611308693512219,Wed Feb 11 15:44:30 +0000 2026,https://x.com/jimmysong/status/2021611308693512219,"Whether BIP110 succeeds or fails, I still think nothing comes close to what Bitcoin offers as savings."
jimmysong,2020893082674192406,Mon Feb 09 16:10:31 +0000 2026,https://x.com/jimmysong/status/2020893082674192406,"For free subscribers: ""Social"" Media, Epstein Files Summary, Kevin Warsh's Philosophy, Personality Trumps AI, Fraud Detection and Government, Treasury Company Panel, Brand/Keiser, BIP110 Thoughts and…"
jimmysong,2020519819129295146,Sun Feb 08 15:27:18 +0000 2026,https://x.com/jimmysong/status/2020519819129295146,Sunday Survey: How many BIP110 Signaling blocks will be mined *total* from now until September 1?
jimmysong,2025564061610426416,Sun Feb 22 13:31:20 +0000 2026,https://x.com/jimmysong/status/2025564061610426416,Sunday Survey: What is BIP110?
jimmysong,2021611308693512219,Wed Feb 11 15:44:30 +0000 2026,https://x.com/jimmysong/status/2021611308693512219,"Whether BIP110 succeeds or fails, I still think nothing comes close to what Bitcoin offers as savings."
jimmysong,2020893082674192406,Mon Feb 09 16:10:31 +0000 2026,https://x.com/jimmysong/status/2020893082674192406,"For free subscribers: ""Social"" Media, Epstein Files Summary, Kevin Warsh's Philosophy, Personality Trumps AI, Fraud Detection and Government, Treasury Company Panel, Brand/Keiser, BIP110 Thoughts and…"
jimmysong,2020519819129295146,Sun Feb 08 15:27:18 +0000 2026,https://x.com/jimmysong/status/2020519819129295146,Sunday Survey: How many BIP110 Signaling blocks will be mined *total* from now until September 1?
SimonDixonTwitt,2024492721897893974,Thu Feb 19 14:34:12 +0000 2026,https://x.com/SimonDixonTwitt/status/2024492721897893974,▶️ Watch this AI whiteboard explainer of Tone Vays &amp; Vortex on the dangers of BIP110 (Knots). 1h53m distilled into 6m30s https://t.co/D5MZSoLrk8
SimonDixonTwitt,2024203228833796359,Wed Feb 18 19:23:52 +0000 2026,https://x.com/SimonDixonTwitt/status/2024203228833796359,🔴 PREMIERING NOW (SHORT WHITEBOARD AI SUMMARIES)  Bitcoin Knots vs Core v30 - Whiteboard Explainer Video:   https://t.co/GEc93NVWrL  Dangers of Bitcoin BIP110 (aka Knots) Whiteboard Explainer Video:…
SimonDixonTwitt,2028532405745946780,Mon Mar 02 18:06:28 +0000 2026,https://x.com/eToro/status/2028532405745946780,"The energy sector is seeing significant volatility due to geopolitical shifts. Trade 150+ commodities, indices and FX on eToro: ➤ Up to 30x Leverage ➤ 24/5 Trading ➤ 1-Click Execution ➤ Millions of Tr…"
SimonDixonTwitt,2024492721897893974,Thu Feb 19 14:34:12 +0000 2026,https://x.com/SimonDixonTwitt/status/2024492721897893974,▶️ Watch this AI whiteboard explainer of Tone Vays &amp; Vortex on the dangers of BIP110 (Knots). 1h53m distilled into 6m30s https://t.co/D5MZSoLrk8
SimonDixonTwitt,2024203228833796359,Wed Feb 18 19:23:52 +0000 2026,https://x.com/SimonDixonTwitt/status/2024203228833796359,🔴 PREMIERING NOW (SHORT WHITEBOARD AI SUMMARIES)  Bitcoin Knots vs Core v30 - Whiteboard Explainer Video:   https://t.co/GEc93NVWrL  Dangers of Bitcoin BIP110 (aka Knots) Whiteboard Explainer Video:…
